% lua-widow-control
% https://github.com/gucci-on-fleek/lua-widow-control
% SPDX-License-Identifier: MPL-2.0+ OR CC-BY-SA-4.0+
% SPDX-FileCopyrightText: 2022 Max Chernoff

Percentile	Natural Long
61.05799873	213.0422493	6122.354122
61.12173359	213.0422493	6145.361516
61.18546845	213.0422493	6169.506666
61.24920331	213.0422493	6180.820374
61.31293818	213.0422493	6199.722074
61.37667304	221	6217.465437
61.4404079	221	6244
61.50414277	222	6275.540017
61.56787763	222	6309.885577
61.63161249	222	6333.555439
61.69534736	222	6350
61.75908222	222	6366.430044
61.82281708	222	6389.416875
61.88655194	222	6411.864455
61.95028681	222	6452.349378
62.01402167	223.6067977	6468.050232
62.07775653	223.6067977	6482.090712
62.1414914	223.6067977	6502.333333
62.20522626	223.6067977	6523.060056
62.26896112	223.6067977	6538.026209
62.33269598	223.6067977	6555
62.39643085	223.6067977	6561
62.46016571	223.6067977	6587.406774
62.52390057	223.6067977	6598.720482
62.58763544	223.6067977	6618.519472
62.6513703	223.6067977	6642.347649
62.71510516	223.6067977	6659.885219
62.77884003	223.6067977	6687.91986
62.84257489	223.6067977	6725.999703
62.90630975	223.6067977	6725.999703
62.97004461	223.6067977	6760.923084
63.03377948	223.6067977	6786.457332
63.09751434	223.6067977	6823.666667
63.1612492	223.6067977	6840.197448
63.22498407	223.6067977	6861
63.28871893	223.6067977	6877.250672
63.35245379	223.6067977	6893.350361
63.41618866	223.6067977	6913
63.47992352	225.166605	6949.610649
63.54365838	228.6307066	6970.640016
63.60739324	228.6307066	6995.407386
63.67112811	228.6307066	6995.407386
63.73486297	228.6307066	7027
63.79859783	228.6307066	7052.329482
63.8623327	228.6307066	7091
63.92606756	228.6307066	7125
63.98980242	229.8097039	7147.333333
64.05353728	229.8097039	7182.458881
64.11727215	229.8097039	7204.052206
64.18100701	232.5	7216.878365
64.24474187	232.9982833	7242.859127
64.30847674	232.9982833	7281.333333
64.3722116	232.9982833	7302.5
64.43594646	232.9982833	7332.132812
64.49968133	232.9982833	7350.275107
64.56341619	232.9982833	7367.656898
64.62715105	232.9982833	7385.285316
64.69088591	232.9982833	7414.666667
64.75462078	232.9982833	7442.62232
64.81835564	234.5	7462.451415
64.8820905	234.5	7492
64.94582537	234.5	7509.979852
65.00956023	234.5	7546.729424
65.07329509	242.3897688	7572.40652
65.13702996	242.3897688	7597.929543
65.20076482	243.284196	7629.240332
65.26449968	243.284196	7640.288771
65.32823454	243.284196	7659.985176
65.39196941	243.284196	7682.715178
65.45570427	244.9489743	7686.841484
65.51943913	244.9489743	7721.959604
65.583174	244.9489743	7750.5
65.64690886	244.9489743	7771.32753
65.71064372	244.9489743	7796.651149
65.77437859	244.9489743	7825.754414
65.83811345	244.9489743	7861.489431
65.90184831	244.9489743	7884.666667
65.96558317	244.9489743	7915.353309
66.02931804	244.9489743	7962
66.0930529	244.9489743	7964.5
66.15678776	244.9489743	7988.602548
66.22052263	244.9489743	8041.5
66.28425749	244.9489743	8072.205399
66.34799235	244.9489743	8097
66.41172721	245	8137.031285
66.47546208	245.3738644	8181.225458
66.53919694	245.3738644	8203
66.6029318	245.3738644	8238.450502
66.66666667	248	8240.231717
66.73040153	248	8305.129986
66.79413639	251.7300141	8333.253416
66.85787126	251.7300141	8376
66.92160612	251.7300141	8411.666667
66.98534098	251.7300141	8430.5
67.04907584	252.6756815	8466.5
67.11281071	253.5221884	8495.534423
67.17654557	253.5221884	8521.073383
67.24028043	253.5221884	8536.900169
67.3040153	253.5221884	8550.557487
67.36775016	253.5221884	8589.455184
67.43148502	253.5221884	8616.096129
67.49521989	253.5221884	8639.758571
67.55895475	253.5221884	8664
67.62268961	254.0341184	8688.652417
67.68642447	254.4645358	8728.753426
67.75015934	254.4645358	8764.996129
67.8138942	254.4645358	8789.088792
67.87762906	256.5	8831.895841
67.94136393	261.1727398	8859.175647
68.00509879	262.0954025	8877.637084
68.06883365	262.5	8916.5
68.13256851	262.5	8929
68.19630338	262.5	8946.331096
68.26003824	262.9118991	8975.890588
68.3237731	262.9118991	9010.272637
68.38750797	262.9118991	9051.115263
68.45124283	262.9118991	9076.199921
68.51497769	263.2717228	9123.306449
68.57871256	263.2717228	9153.311168
68.64244742	263.2717228	9193.786722
68.70618228	263.8560213	9227.389941
68.76991714	263.8560213	9276
68.83365201	264.5751311	9295.339334
68.89738687	264.5751311	9318.36371
68.96112173	264.5751311	9353
69.0248566	264.5751311	9384.14057
69.08859146	264.5751311	9411.964088
69.15232632	264.5751311	9455.537221
69.21606119	266.5393029	9478.971019
69.27979605	266.5393029	9514.469244
69.34353091	266.5393029	9539
69.40726577	270.6686166	9557
69.47100064	271.4851132	9588.342093
69.5347355	271.4851132	9624.453448
69.59847036	272.512385	9664.843506
69.66220523	272.512385	9685.666667
69.72594009	272.512385	9704.913422
69.78967495	272.512385	9730.333333
69.85340982	273	9759.949953
69.91714468	273.1181063	9809.630217
69.98087954	273.1181063	9843.432332
70.0446144	275.0645379	9869.225502
70.10834927	275.0645379	9923.222471
70.17208413	275.0645379	9943
70.23581899	275.9307884	9966.5
70.29955386	278	9997.075672
70.36328872	278	10015.1069
70.42702358	278	10073.6075
70.49075844	279.5084972	10117.76038
70.55449331	280.449639	10155.59124
70.61822817	280.449639	10182.5
70.68196303	281.2055679	10233.38811
70.7456979	281.2055679	10255.5
70.80943276	281.6913204	10281.38959
70.87316762	282.3242816	10315.20956
70.93690249	282.3242816	10353.44195
71.00063735	282.5	10384.5
71.06437221	282.8427125	10412.92123
71.12810707	282.8427125	10434.5676
71.19184194	282.8427125	10454.65867
71.2555768	284.1408102	10496.22789
71.31931166	284.1408102	10497.33333
71.38304653	284.5	10525.28444
71.44678139	288.3868929	10567.35729
71.51051625	289	10600.94486
71.57425112	289.1428219	10621.75
71.63798598	290.2645345	10671.41082
71.70172084	290.2673337	10708.42509
71.7654557	290.2673337	10744.77404
71.82919057	290.2673337	10784.10864
71.89292543	290.6546797	10818.5797
71.95666029	290.6546797	10845.11584
72.02039516	291.0810311	10894.51388
72.08413002	293.3721186	10937.95012
72.14786488	293.3721186	10961.66667
72.21159975	294.5	11021.06607
72.27533461	294.5	11057.35615
72.33906947	295	11101.5
72.40280433	296	11131.27495
72.4665392	297.0800758	11159.60335
72.53027406	297.6919549	11211.19763
72.59400892	298.2914682	11246.53335
72.65774379	298.3990617	11261
72.72147865	298.5919337	11289.66687
72.78521351	299.8132752	11327.92037
72.84894837	299.8132752	11370.98415
72.91268324	300	11383.5
72.9764181	300	11413.39319
73.04015296	300	11443.33333
73.10388783	300.8597205	11473.5
73.16762269	302.5315411	11507.29456
73.23135755	302.5315411	11514.30971
73.29509242	302.5315411	11542.40392
73.35882728	305.0173297	11544.11863
73.42256214	306.5291876	11570.9813
73.486297	307	11602.91517
73.55003187	307	11629.2761
73.61376673	307.2378964	11660.19082
73.67750159	307.7276935	11719.66667
73.74123646	308.1301673	11738.10832
73.80497132	308.6357076	11756.79821
73.86870618	308.6357076	11779.80051
73.93244105	311.8206902	11796.33435
73.99617591	312	11829.40246
74.05991077	312.5	11872.5
74.12364563	313.2483041	11896.71804
74.1873805	314	11931.10542
74.25111536	314.6666667	11968.47108
74.31485022	316.227766	11988.28837
74.37858509	316.783838	12026.20611
74.44231995	317.2089217	12051.95919
74.50605481	319.7579442	12075.96961
74.56978967	321.380032	12104.72574
74.63352454	322.0871388	12143.98556
74.6972594	322.1614502	12174.96456
74.76099426	322.8685491	12210.38084
74.82472913	322.8685491	12229.4764
74.88846399	323	12249.18038
74.95219885	323.7826431	12268.72679
75.01593372	323.893501	12271.5
75.07966858	323.893501	12313.13192
75.14340344	324.2084592	12342.57057
75.2071383	325.9762261	12365.45592
75.27087317	327.0368863	12397
75.33460803	328.6666667	12431.19631
75.39834289	330.1417877	12462.59556
75.46207776	330.5	12493
75.52581262	330.6811153	12528.51795
75.58954748	331.662479	12570
75.65328235	333.1741286	12610.08175
75.71701721	335.4101966	12650.5
75.78075207	336.1501153	12678.50543
75.84448693	336.3965913	12718.30744
75.9082218	336.7825708	12753
75.97195666	337.6666667	12798.63274
76.03569152	337.6666667	12816.95508
76.09942639	338.0474819	12836.80589
76.16316125	340.3295462	12856.46155
76.22689611	341	12882.27481
76.29063098	342.4358125	12905.21897
76.35436584	344.3259555	12949
76.4181007	344.9289782	12979.65208
76.48183556	346.4101615	13002.50541
76.54557043	346.4101615	13034.45285
76.60930529	346.4101615	13076.05891
76.67304015	348.1052796	13113.47739
76.73677502	349.7210317	13158.23734
76.80050988	350	13201.86467
76.86424474	351.2607164	13256.50264
76.9279796	351.5017781	13304.6508
76.99171447	352	13372.38306
77.05544933	352.8462838	13408.33333
77.11918419	353.5533906	13465.60136
77.18291906	353.5533906	13529.5
77.24665392	353.5533906	13559.0975
77.31038878	355.7562368	13575.74309
77.37412365	357.176427	13634.70396
77.43785851	357.7708764	13662.99412
77.50159337	358.6653036	13679.73728
77.56532823	360.0069444	13709.08367
77.6290631	360.9780118	13763.89283
77.69279796	362.038672	13793.47528
77.75653282	363.2238586	13832.74378
77.82026769	365	13861.60261
77.88400255	366.3794796	13894.03198
77.94773741	367.1623619	13933.9224
78.01147228	369.1097398	13959.17481
78.07520714	370.0815226	14006.67644
78.138942	370.5	14018.39194
78.20267686	370.5	14040.31225
78.26641173	370.8589538	14100.04827
78.33014659	372.2000806	14133.66667
78.39388145	372.7585319	14163.34883
78.45761632	374.413675	14199.35252
78.52135118	375.9948138	14255.93285
78.58508604	376.1066338	14318.91232
78.64882091	377.4482746	14400.2296
78.71255577	379.0304517	14443.00956
78.77629063	379.6922843	14492.40378
78.84002549	381	14526.71012
78.90376036	382.2058782	14557.30969
78.96749522	382.5447686	14630.80223
79.03123008	384.1616413	14693.52315
79.09496495	385.6666667	14708.98971
79.15869981	387	14731.43965
79.22243467	387.7435891	14759.43984
79.28616953	389.3034072	14778.17326
79.3499044	391.5377194	14812.5
79.41363926	392	14866.21297
79.47737412	393.4610164	14914.4781
79.54110899	394.6666667	14943.5
79.60484385	394.9075841	15015.14845
79.66857871	395.3368184	15057
79.73231358	396.3333509	15096.97453
79.79604844	398.6590858	15104.06039
79.8597833	400.969762	15145.05226
79.92351816	401.7163178	15173.5
79.98725303	403.4044187	15211.50423
80.05098789	404.7283039	15233.38685
80.11472275	406.3526793	15275.5
80.17845762	407.3013626	15328.0723
80.24219248	409.6666667	15362.71331
80.30592734	411	15402.55048
80.36966221	412.3307734	15440.4966
80.43339707	412.9503602	15479
80.49713193	414.2490624	15518.59789
80.56086679	415.4614302	15545.5
80.62460166	416.3333333	15627.05986
80.68833652	419.039139	15673.49488
80.75207138	420.3749814	15733.79372
80.81580625	421.3805881	15817.05045
80.87954111	423.3534772	15872.69353
80.94327597	426	15902.09079
81.00701083	427.6738513	15951.61059
81.0707457	428.6666667	15990.26904
81.13448056	430.6280297	16043.78774
81.19821542	433.0127019	16086.67927
81.26195029	434.2995181	16139
81.32568515	435.5	16198.07643
81.38942001	436.4804692	16279.54554
81.45315488	438	16329.05315
81.51688974	439.2751605	16391
81.5806246	440.5053916	16443.06109
81.64435946	442.2503062	16474.88138
81.70809433	442.9201652	16524.37837
81.77182919	444.4862203	16589.00528
81.83556405	444.7701654	16638.22256
81.89929892	444.8483824	16685.59872
81.96303378	446.2917581	16748.53122
82.02676864	448.0238089	16801.5
82.09050351	448.6592527	16849.5
82.15423837	451.5732499	16918.17114
82.21797323	453.6666667	16994.15159
82.28170809	455.3333333	17048.5761
82.34544296	457.6666667	17099.06776
82.40917782	459.2793268	17134.98891
82.47291268	461.3008238	17186.23032
82.53664755	462.5	17225.5
82.60038241	465.6666667	17270
82.66411727	467.044029	17327
82.72785214	468.6759465	17373.98821
82.791587	472.6666667	17422.69907
82.85532186	474.0254213	17483.21516
82.91905672	476.0974319	17533.01597
82.98279159	478.0041841	17628.17205
83.04652645	478.0041841	17680.41696
83.11026131	478.0041841	17749.96972
83.17399618	480.0337488	17829.95884
83.23773104	481.2018288	17866.68143
83.3014659	482.2473432	17909.60055
83.36520076	484	17970.5
83.42893563	486.9499828	17999.47199
83.49267049	487.8609775	18029.66129
83.55640535	489.0860281	18085.67014
83.62014022	491.868885	18126.79816
83.68387508	497.5492605	18159.5
83.74760994	499.9847998	18232.42808
83.81134481	501.7173839	18235.22639
83.87507967	502.9618939	18284.2757
83.93881453	504.5	18306.55948
84.00254939	505.7588358	18345.32139
84.06628426	506.5	18391.2119
84.13001912	509.5116126	18448.6505
84.19375398	509.6666667	18502.63275
84.25748885	511.3632404	18567.5
84.32122371	512.6524164	18613
84.38495857	514.0739895	18614.36669
84.44869344	516.25	18651.2314
84.5124283	519.7543651	18699.79787
84.57616316	523.9453693	18753.88605
84.63989802	525.0073015	18815.26792
84.70363289	527.25	18879.93115
84.76736775	528.7328248	18943.52069
84.83110261	529.6229791	19017.99043
84.89483748	532.6666667	19076.34313
84.95857234	536.3584001	19121.53343
85.0223072	536.3933125	19194.5
85.08604207	538.5450095	19251
85.14977693	540.1170244	19318.14001
85.21351179	542	19399.55051
85.27724665	543.5807646	19445.68257
85.34098152	544.1186681	19530.5
85.40471638	545.7355337	19606.5
85.46845124	548	19658.27562
85.53218611	548.7148622	19730.94545
85.59592097	550.1290758	19774.78465
85.65965583	553.390233	19825.15282
85.72339069	556.9724281	19919.78797
85.78712556	560.7356775	19975.41302
85.85086042	563.25	20107.93406
85.91459528	565.7942001	20176.5
85.97833015	568.1126649	20239.20948
86.04206501	569.3997514	20284.04701
86.10579987	571.5476066	20316
86.16953474	573.5012674	20389.67146
86.2332696	577.0589586	20441
86.29700446	581.3776741	20540.39053
86.36073932	584.0702013	20605
86.42447419	586.1915216	20630.41037
86.48820905	588.4998726	20663.05697
86.55194391	590.7584713	20711.35603
86.61567878	590.7691597	20796
86.67941364	594.8818829	20895.5
86.7431485	598.9324431	20985.51505
86.80688337	601.0216302	21080.96848
86.87061823	602.1181551	21146.02829
86.93435309	604.5	21200.87923
86.99808795	608	21310.57579
87.06182282	613.1459859	21405.27437
87.12555768	616.25	21473.67357
87.18929254	619.6666667	21573.47266
87.25302741	622.6075208	21673.5
87.31676227	625	21731.66667
87.38049713	625.6666667	21827.5
87.44423199	628.9770266	21884.55786
87.50796686	631.3325194	21976.5233
87.57170172	632.5	22089.99865
87.63543658	635.0852961	22224.31101
87.69917145	636.6286615	22288.60714
87.76290631	638	22318.0462
87.82664117	639.8070732	22396.50121
87.89037604	643.7455501	22535.13571
87.9541109	648.063365	22566.31262
88.01784576	648.6666667	22648.00919
88.08158062	650.723082	22725.6613
88.14531549	654.5	22795.00131
88.20905035	660.424507	22887.63229
88.27278521	665.3874811	22957.43437
88.33652008	665.3874811	23012.01499
88.40025494	669.0238479	23097.24057
88.4639898	674.7116733	23186.03136
88.52772467	676.9368919	23305.28941
88.59145953	680.3360514	23429.18951
88.65519439	687.3863542	23491.23574
88.71892925	694.1199464	23595.5
88.78266412	698	23655.36313
88.84639898	705.6925676	23719.31468
88.91013384	707.1067812	23808.28532
88.97386871	713.2189606	23899.99174
89.03760357	719.7417361	23992.13309
89.10133843	723.0077224	24107.87805
89.1650733	726.7220927	24214.64764
89.22880816	729	24296.05403
89.29254302	733.8683596	24405.78755
89.35627788	740.2187276	24460.23777
89.42001275	747.8786666	24593.38942
89.48374761	754.3041345	24698.5
89.54748247	762.5	24736
89.61121734	768.162181	24806.7201
89.6749522	770.3091525	24848
89.73868706	779.0665202	24903
89.80242192	782.886965	25003.29578
89.86615679	787.9848016	25048.34143
89.92989165	794.7880221	25140.74622
89.99362651	798	25278.36032
90.05736138	803	25365.5
90.12109624	811	25494.75265
90.1848311	818.2930841	25583.0504
90.24856597	822.7241336	25706.28468
90.31230083	824.6618701	25708.76549
90.37603569	828.7291476	25829.80153
90.43977055	834.5	25896.84044
90.50350542	840.7499628	25933.99674
90.56724028	841.810623	26039.20722
90.63097514	849.4709465	26235
90.69471001	857.6666667	26425.32182
90.75844487	863.7160027	26579.4368
90.82217973	878.1497594	26681.26808
90.8859146	881.3267839	26791.56883
90.94964946	886.7046537	26949.55587
91.01338432	890.3895215	27078.70086
91.07711918	901.4452681	27147.95065
91.14085405	907.8832983	27213.82002
91.20458891	917.4095777	27328.29764
91.26832377	926	27441.452
91.33205864	934.7322989	27552.41573
91.3957935	937.7002816	27644.33333
91.45952836	943.9662713	27776.56858
91.52326322	949.1638425	27881.97883
91.58699809	954.6862461	27980.21533
91.65073295	960.7876797	28115.22606
91.71446781	970.3333333	28291.34232
91.77820268	982.1713191	28454.5
91.84193754	987.1210665	28597
91.9056724	990.5	28743.5
91.96940727	994.1921343	28882.66667
92.03314213	1001	29009.0557
92.09687699	1005.744169	29146.66667
92.16061185	1011.597153	29258.66439
92.22434672	1015.174862	29286.24156
92.28808158	1029.19392	29467
92.35181644	1038.062504	29575.72001
92.41555131	1038.739862	29745
92.47928617	1039.230485	29950.21482
92.54302103	1053	30146.0834
92.6067559	1069.261494	30338.41645
92.67049076	1076.142891	30381
92.73422562	1085.513966	30546.03021
92.79796048	1087.883783	30626.69973
92.86169535	1092.759387	30714.18253
92.92543021	1102.5	30748.53838
92.98916507	1118.842551	30914.56118
93.05289994	1133.915929	31042.96927
93.1166348	1146.220092	31152.2023
93.18036966	1152.376359	31274.67679
93.24410453	1162.5	31405.44058
93.30783939	1171	31538.33333
93.37157425	1181.950827	31733.53813
93.43530911	1188.333333	31927.99249
93.49904398	1202.081528	32131.27453
93.56277884	1209.265562	32335.9931
93.6265137	1217.423568	32433.28544
93.69024857	1225.425946	32581.67147
93.75398343	1245.344531	32661.5
93.81771829	1259.357177	32813.74165
93.88145315	1265.5697	32904.86651
93.94518802	1265.5697	33088.52128
94.00892288	1275	33278.3594
94.07265774	1276.333333	33381.80403
94.13639261	1284.604349	33477
94.20012747	1293.738832	33657.49997
94.26386233	1304.761536	33791.33333
94.3275972	1317	33890.32904
94.39133206	1318.04704	34035.19069
94.45506692	1323.864167	34257.90306
94.51880178	1338.908361	34513.71872
94.58253665	1345.553524	34651.76781
94.64627151	1356.666667	34668.66667
94.71000637	1372.498525	34790.91931
94.77374124	1381.89001	34948.40085
94.8374761	1390.836798	35111.26795
94.90121096	1428.717047	35111.80247
94.96494583	1439.669406	35212.6398
95.02868069	1445.685074	35365.5
95.09241555	1450	35642.47635
95.15615041	1450	35903.20187
95.21988528	1460.5	36057.49609
95.28362014	1468.469101	36262.79306
95.347355	1486.432026	36445.52442
95.41108987	1501.68805	36637.07938
95.47482473	1518.502742	36806.5
95.53855959	1546.144021	37014.81677
95.60229446	1566.948627	37158.46135
95.66602932	1587.219022	37256.33074
95.72976418	1603	37372.27325
95.79349904	1612.988996	37550.90561
95.85723391	1616.580754	37679.98149
95.92096877	1616.580754	37858.49706
95.98470363	1628.705109	38188.01613
96.0484385	1631.88241	38396.56821
96.11217336	1662.5	38557.11856
96.17590822	1683.639348	38697.77503
96.23964308	1684.840695	38923.53736
96.30337795	1702.570292	39073.49905
96.36711281	1737.24696	39219
96.43084767	1768.47406	39418.01228
96.49458254	1818.364673	39598.68685
96.5583174	1838.477631	39743.34916
96.62205226	1863.666667	39889.21665
96.68578713	1900	40089.47064
96.74952199	1930.947975	40439.28937
96.81325685	1982.453698	40778.27728
96.87699171	1984.5	41378.69379
96.94072658	2005.001278	41600.5
97.00446144	2054.713646	41807.52426
97.0681963	2057.676359	41973
97.13193117	2106.076922	42156.64546
97.19566603	2141	42378.5
97.25940089	2147.794256	42546.61502
97.32313576	2186.427268	42719.5
97.38687062	2220	42943.5
97.45060548	2269.67666	43233.67291
97.51434034	2296.5	43516.04449
97.57807521	2370.232056	43516.5
97.64181007	2442.680659	43691.5
97.70554493	2462	43978
97.7692798	2554.774941	44300.23984
97.83301466	2591.365002	44461.5
97.89674952	2624.628259	44746.95526
97.96048438	2690.358311	45179.49893
98.02421925	2801.91062	45461.7149
98.08795411	2877.217493	45573.03205
98.15168897	2979.336973	45824.64586
98.21542384	3064.913912	46076.49208
98.2791587	3169.606147	46409.53937
98.34289356	3283.132752	46662.71377
98.40662843	3386.483146	46949.54654
98.47036329	3462.5	47461.7548
98.53409815	3642.107522	47929.69381
98.59783301	3714.108911	48113.47467
98.66156788	3739.580496	48526.84129
98.72530274	3838.882715	48891.62633
98.7890376	3942.827412	49484.69157
98.85277247	4260.793504	49846.07833
98.91650733	4483.7641	50164.98348
98.98024219	4520.53332	50480.35311
99.04397706	4762	51305.5
99.10771192	5060.056126	51933
99.17144678	5376.986352	52460.31357
99.23518164	5444.722215	52979.97558
99.29891651	5444.722215	53372.60612
99.36265137	5444.722215	53969.54846
99.42638623	5444.722215	54938.34222
99.4901211	5444.722215	55449.5
99.55385596	5459.571458	56188.84521
99.61759082	5748.071024	56830.8964
99.68132569	6122.222254	57893.14158
99.74506055	6614.5	59304.59616
99.80879541	7690.305586	60478.13589
99.87253027	8976.666667	62969.57313
99.93626514	10304.69567	64989.04536
100	14746.74475	70892.72389
